smearing_degauss_Ry,direction,distance,signed_distance,q1,q2,common_static_MLIP_background_cm-1,full_EPC_response_Ry2,common_reference_constant_cm-2,controlled_long_range_correction_cm-2,controlled_MLIP_plus_full_EPC_cm-1
0.0,KG,0.028,-0.028,0.324,0.324,1380.0902479070614,-4.212119393579425e-06,-170027.77431425342,-220751.28892900381,1297.6508788727308
0.0,KG,0.0285,-0.0285,0.32383333333333336,0.32383333333333336,1380.0910423359626,-4.162722676605749e-06,-170027.77431425342,-220156.43990854296,1297.8809056409686
0.0,KG,0.029,-0.029,0.32366666666666666,0.32366666666666666,1380.0918558663009,-4.115145782026571e-06,-170027.77431425342,-219583.50569609163,1298.1024708906455
0.0,KG,0.029500000000000002,-0.029500000000000002,0.3235,0.3235,1380.092688710485,-4.067953429025396e-06,-170027.77431425342,-219015.20224039938,1298.322235499237
0.0,KG,0.03,-0.03,0.3233333333333333,0.3233333333333333,1380.0935410827624,-4.022517634485861e-06,-170027.77431425342,-218468.05175082115,1298.53383875336
0.0,KM,0.0005,0.0005,0.33349999999999996,0.333,1380.0705574390659,-7.458273895236475e-06,-170027.77431425342,-259842.38533940626,1282.4789893681564
0.0,KM,0.001,0.001,0.3336666666666666,0.33266666666666667,1380.07057256686,-7.386566115578128e-06,-170027.77431425342,-258978.86028951433,1282.8156239208759
0.0,KM,0.0015,0.0015,0.33383333333333337,0.3323333333333333,1380.070597660173,-7.316185214763655e-06,-170027.77431425342,-258131.3138841337,1283.1459545359496
0.0,KM,0.002,0.002,0.334,0.332,1380.07063262336,-7.246528256271697e-06,-170027.77431425342,-257292.48539378474,1283.4728145292586
0.0,KM,0.0025,0.0025,0.33416666666666667,0.33166666666666667,1380.0706773627815,-7.177239072491e-06,-170027.77431425342,-256458.08574891672,1283.7978769135154
0.0,KM,0.003,0.003,0.3343333333333333,0.3313333333333333,1380.0707317867982,-7.107859162850103e-06,-170027.77431425342,-255622.5935579773,1284.1232928253312
0.0,KM,0.0035,0.0035,0.3345,0.331,1380.070795805774,-7.03894060411896e-06,-170027.77431425342,-254792.65708315768,1284.4464739150576
0.0,KM,0.004,0.004,0.33466666666666667,0.33066666666666666,1380.070869332077,-6.970572192782939e-06,-170027.77431425342,-253969.34563646032,1284.7670056249635
0.0,KM,0.0045000000000000005,0.0045000000000000005,0.3348333333333333,0.3303333333333333,1380.0709522800762,-6.9026098267740285e-06,-170027.77431425342,-253150.92390065655,1285.0855650214812
0.0,KM,0.005,0.005,0.33499999999999996,0.33,1380.0710445661437,-6.8347567570040835e-06,-170027.77431425342,-252333.81834059628,1285.4035435260364
0.0,KM,0.0055,0.0055,0.33516666666666667,0.32966666666666666,1380.0711461086544,-6.767317266720465e-06,-170027.77431425342,-251521.69321987277,1285.7195164971954
0.0,KM,0.006,0.006,0.3353333333333333,0.3293333333333333,1380.071256827983,-6.7003394772332966e-06,-170027.77431425342,-250715.1280287021,1286.0332600263753
0.0,KM,0.006500000000000001,0.006500000000000001,0.33549999999999996,0.329,1380.0713766465092,-6.633792206093484e-06,-170027.77431425342,-249913.74725934945,1286.3449216208076
0.0,KM,0.007,0.007,0.3356666666666666,0.32866666666666666,1380.0715054886093,-6.56740863321523e-06,-170027.77431425342,-249114.3377900447,1286.655751345927
0.0,KM,0.0075,0.0075,0.3358333333333334,0.3283333333333333,1380.0716432806637,-6.5014415482270926e-06,-170027.77431425342,-248319.94378388504,1286.9645670349694
0.0,KM,0.008,0.008,0.336,0.328,1380.0717899510503,-6.435873616747048e-06,-170027.77431425342,-247530.35649541538,1287.2714511412426
0.0,KM,0.0085,0.0085,0.33616666666666667,0.32766666666666666,1380.0719454301475,-6.370814775317776e-06,-170027.77431425342,-246746.89981109474,1287.5758908710031
0.0,KM,0.009000000000000001,0.009000000000000001,0.3363333333333333,0.3273333333333333,1380.0721096503316,-6.305837219748925e-06,-170027.77431425342,-245964.42199373955,1287.8798879713036
0.0,KM,0.0095,0.0095,0.3365,0.327,1380.0722825459761,-6.241332651006786e-06,-170027.77431425342,-245187.64001545627,1288.1816118219529
0.0,KM,0.01,0.01,0.33666666666666667,0.32666666666666666,1380.0724640534493,-6.177246033507077e-06,-170027.77431425342,-244415.8911224141,1288.481321135912
0.0,KM,0.0105,0.0105,0.3368333333333333,0.3263333333333333,1380.0726541111178,-6.1135461606610285e-06,-170027.77431425342,-243648.79951618152,1288.779163048939
0.0,KM,0.011,0.011,0.33699999999999997,0.326,1380.072852659341,-6.050045527337658e-06,-170027.77431425342,-242884.10720775984,1289.0760146087316
0.0,KM,0.0115,0.0115,0.33716666666666667,0.32566666666666666,1380.0730596404708,-5.986996929433896e-06,-170027.77431425342,-242124.85843573173,1289.3706959248293
0.0,KM,0.012,0.012,0.3373333333333333,0.3253333333333333,1380.0732749988506,-5.9242780798209485e-06,-170027.77431425342,-241369.580584441,1289.6637793555387
0.0,KM,0.0125,0.0125,0.33749999999999997,0.325,1380.073498680816,-5.862082904839623e-06,-170027.77431425342,-240620.60896888303,1289.9543607400324
0.0,KM,0.013000000000000001,0.013000000000000001,0.3376666666666666,0.32466666666666666,1380.07373063469,-5.800040024756877e-06,-170027.77431425342,-239873.47133090073,1290.2441748200417
0.0,KM,0.0135,0.0135,0.3378333333333334,0.3243333333333333,1380.0739708107833,-5.73843509239014e-06,-170027.77431425342,-239131.60758126248,1290.53188931083
0.0,KM,0.014,0.014,0.338,0.324,1380.0742191613926,-5.677155717071966e-06,-170027.77431425342,-238393.66428025533,1290.8180298220475
0.0,KM,0.0145,0.0145,0.33816666666666667,0.32366666666666666,1380.0744756407985,-5.616377234656499e-06,-170027.77431425342,-237661.75287105772,1291.1017796611416
0.0,KM,0.015,0.015,0.3383333333333333,0.3233333333333333,1380.0747402052639,-5.555804572842146e-06,-170027.77431425342,-236932.3200108501,1291.3845161460533
0.0,KM,0.0155,0.0155,0.3385,0.323,1380.0750128130326,-5.495641185592081e-06,-170027.77431425342,-236207.81574890934,1291.6652914907881
0.0,KM,0.016,0.016,0.33866666666666667,0.32266666666666666,1380.075293424327,-5.435780663419068e-06,-170027.77431425342,-235486.95867256017,1291.9446028555876
0.0,KM,0.0165,0.0165,0.3388333333333333,0.3223333333333333,1380.0755820013458,-5.376518333052921e-06,-170027.77431425342,-234773.30518851755,1292.221075067202
0.0,KM,0.017,0.017,0.33899999999999997,0.322,1380.0758785082626,-5.3173152543081425e-06,-170027.77431425342,-234060.36522899824,1292.4972205816748
0.0,KM,0.0175,0.0175,0.33916666666666667,0.32166666666666666,1380.0761829112234,-5.2586077819136285e-06,-170027.77431425342,-233353.3934991519,1292.771007232008
0.0,KM,0.018000000000000002,0.018000000000000002,0.3393333333333333,0.3213333333333333,1380.076495178344,-5.200149396015676e-06,-170027.77431425342,-232649.421338256,1293.0435844183621
0.0,KM,0.0185,0.0185,0.33949999999999997,0.321,1380.0768152797089,-5.142275995457769e-06,-170027.77431425342,-231952.4937337159,1293.313389066574
0.0,KM,0.019,0.019,0.3396666666666666,0.32066666666666666,1380.0771431873666,-5.0847125345154345e-06,-170027.77431425342,-231259.2985083301,1293.5817031173071
0.0,KM,0.0195,0.0195,0.3398333333333334,0.3203333333333333,1380.0774788753304,-5.0272920631958355e-06,-170027.77431425342,-230567.8252037972,1293.8493043995081
0.0,KM,0.02,0.02,0.34,0.32,1380.077822319574,-4.970258855439167e-06,-170027.77431425342,-229881.0154349238,1294.1150567949564
0.0,KM,0.0205,0.0205,0.3401666666666667,0.31966666666666665,1380.0781734980276,-4.913849830885847e-06,-170027.77431425342,-229201.7222539908,1294.3778593253444
0.0,KM,0.021,0.021,0.3403333333333333,0.3193333333333333,1380.0785323905777,-4.857573995590817e-06,-170027.77431425342,-228524.03297519305,1294.6399972927368
0.0,KM,0.021500000000000002,0.021500000000000002,0.3405,0.319,1380.0788989790638,-4.801738417807864e-06,-170027.77431425342,-227851.6453999468,1294.9000432494076
0.0,KM,0.022,0.022,0.3406666666666667,0.31866666666666665,1380.0792732472742,-4.746095133899988e-06,-170027.77431425342,-227181.57348108903,1295.1591512110144
0.0,KM,0.0225,0.0225,0.3408333333333333,0.3183333333333333,1380.0796551809437,-4.691219069229065e-06,-170027.77431425342,-226520.74062991713,1295.414649451841
0.0,KM,0.023,0.023,0.34099999999999997,0.318,1380.0800447677518,-4.636199362195641e-06,-170027.77431425342,-225858.17799741833,1295.6707729854609
0.0,KM,0.0235,0.0235,0.3411666666666667,0.31766666666666665,1380.0804419973192,-4.58179031542209e-06,-170027.77431425342,-225202.9691058091,1295.92401678405
0.0,KM,0.024,0.024,0.3413333333333333,0.3173333333333333,1380.0808468612024,-4.527614673690814e-06,-170027.77431425342,-224550.57094271132,1296.1761349949406
0.0,KM,0.0245,0.0245,0.34149999999999997,0.317,1380.081259352894,-4.473978421508502e-06,-170027.77431425342,-223904.66825875675,1296.4257071495895
0.0,KM,0.025,0.025,0.3416666666666666,0.31666666666666665,1380.0816794678167,-4.420510597902279e-06,-170027.77431425342,-223260.79383861492,1296.6744572806601
0.0,KM,0.025500000000000002,0.025500000000000002,0.3418333333333334,0.3163333333333333,1380.082107203321,-4.3675219501067544e-06,-170027.77431425342,-222622.68978701346,1296.9209431710728
0.0,KM,0.026000000000000002,0.026000000000000002,0.342,0.316,1380.0825425586831,-4.314706176546569e-06,-170027.77431425342,-221986.66753509128,1297.1665878907565
0.0,KM,0.0265,0.0265,0.3421666666666667,0.31566666666666665,1380.0829855350983,-4.262520795805619e-06,-170027.77431425342,-221358.23664903315,1297.4092686251463
0.0,KM,0.027,0.027,0.3423333333333333,0.3153333333333333,1380.08343613568,-4.210487567805423e-06,-170027.77431425342,-220731.63802864653,1297.6512060902262
0.0,KM,0.0275,0.0275,0.3425,0.315,1380.0838943654553,-4.158945885814952e-06,-170027.77431425342,-220110.95874218148,1297.8908262040916
0.0,KM,0.028,0.028,0.3426666666666667,0.31466666666666665,1380.0843602313616,-4.107413305091716e-06,-170027.77431425342,-219490.38905571072,1298.130367990633
0.0,KM,0.0285,0.0285,0.3428333333333333,0.3143333333333333,1380.0848337422412,-4.056638572916091e-06,-170027.77431425342,-218878.94559247553,1298.3663592117882
0.0,KM,0.029,0.029,0.34299999999999997,0.314,1380.0853149088398,-4.005963575213682e-06,-170027.77431425342,-218268.70315953816,1298.6018532512162
0.0,KM,0.029500000000000002,0.029500000000000002,0.3431666666666667,0.31366666666666665,1380.085803743801,-3.955777066981687e-06,-170027.77431425342,-217664.34325282488,1298.8350482037158
0.0,KM,0.03,0.03,0.3433333333333333,0.3133333333333333,1380.0863002616625,-3.9057553184153645e-06,-170027.77431425342,-217061.96742788344,1299.0674458018107
0.0019000869,K,0.0,0.0,0.3333333333333333,0.3333333333333333,1380.070552374435,-6.763138838637188e-06,-170027.77431425342,-251471.37542539812,1285.738447004553
0.0019000869,KG,0.0005,-0.0005,0.33316666666666667,0.33316666666666667,1380.0705574726148,-6.759524898652059e-06,-170027.77431425342,-251427.8553537848,1285.755376519573
0.0019000869,KG,0.001,-0.001,0.333,0.333,1380.0705728352552,-6.751253031171315e-06,-170027.77431425342,-251328.24322225538,1285.7941292382595
0.0019000869,KG,0.0015,-0.0015,0.33283333333333337,0.33283333333333337,1380.0705985660052,-6.740138248081057e-06,-170027.77431425342,-251194.39590933785,1285.846204301663
0.0019000869,KG,0.002,-0.002,0.33266666666666667,0.33266666666666667,1380.0706347705172,-6.728163777232341e-06,-170027.77431425342,-251050.19599705032,1285.9023139254584
0.0019000869,KG,0.0025,-0.0025,0.3325,0.3325,1380.0706815564383,-6.710864589152671e-06,-170027.77431425342,-250841.87435718416,1285.9833637082822
0.0019000869,KG,0.003,-0.003,0.3323333333333333,0.3323333333333333,1380.0707390334194,-6.693192660324916e-06,-170027.77431425342,-250629.06406943878,1286.0661649646217
0.0019000869,KG,0.0035,-0.0035,0.33216666666666667,0.33216666666666667,1380.0708073131073,-6.673024155277098e-06,-170027.77431425342,-250386.18931567232,1286.160660214026
0.0019000869,KG,0.004,-0.004,0.332,0.332,1380.070886509147,-6.6470275541913344e-06,-170027.77431425342,-250073.13100656608,1286.2824420723377
0.0019000869,KG,0.0045000000000000005,-0.0045000000000000005,0.33183333333333337,0.33183333333333337,1380.0709767371786,-6.623559756145587e-06,-170027.77431425342,-249790.52524782048,1286.3923878756784
0.0019000869,KG,0.005,-0.005,0.33166666666666667,0.33166666666666667,1380.07107811484,-6.594025367006968e-06,-170027.77431425342,-249434.8639098741,1286.5307290302796
0.0019000869,KG,0.0055,-0.0055,0.3315,0.3315,1380.07119076176,-6.561789156425031e-06,-170027.77431425342,-249046.66648577695,1286.6817108690109
0.0019000869,KG,0.006,-0.006,0.3313333333333333,0.3313333333333333,1380.071314799563,-6.531490895168684e-06,-170027.77431425342,-248681.8063870864,1286.8236194387746
0.0019000869,KG,0.006500000000000001,-0.006500000000000001,0.33116666666666666,0.33116666666666666,1380.0714503518636,-6.4931156463765925e-06,-170027.77431425342,-248219.68095542904,1287.003312785506
0.0019000869,KG,0.007,-0.007,0.331,0.331,1380.071597544267,-6.45708531872936e-06,-170027.77431425342,-247785.79371714834,1287.1720244906028
0.0019000869,KG,0.0075,-0.0075,0.33083333333333337,0.33083333333333337,1380.0717565043672,-6.41891977526251e-06,-170027.77431425342,-247326.1936154106,1287.3507134754068
0.0019000869,KG,0.008,-0.008,0.33066666666666666,0.33066666666666666,1380.0719273617449,-6.3744216957158326e-06,-170027.77431425342,-246790.33535088593,1287.5590042173117
0.0019000869,KG,0.0085,-0.0085,0.3305,0.3305,1380.0721102479674,-6.3347995020185974e-06,-170027.77431425342,-246313.19386146526,1287.7444760599103
0.0019000869,KG,0.009000000000000001,-0.009000000000000001,0.3303333333333333,0.3303333333333333,1380.0723052965848,-6.289119255968113e-06,-170027.77431425342,-245763.0996187239,1287.9582556231805
0.0019000869,KG,0.0095,-0.0095,0.33016666666666666,0.33016666666666666,1380.0725126431305,-6.241814710119951e-06,-170027.77431425342,-245193.44510552782,1288.179605120185
0.0019000869,KG,0.01,-0.01,0.33,0.33,1380.072732425116,-6.19739642717693e-06,-170027.77431425342,-244658.54777392396,1288.3874413426274
0.0019000869,KG,0.0105,-0.0105,0.32983333333333337,0.32983333333333337,1380.0729647820333,-6.146109105776246e-06,-170027.77431425342,-244040.93156850862,1288.6273536417589
0.0019000869,KG,0.011,-0.011,0.32966666666666666,0.32966666666666666,1380.0732098553492,-6.097776405563449e-06,-170027.77431425342,-243458.8957341609,1288.853431863486
0.0019000869,KG,0.0115,-0.0115,0.3295,0.3295,1380.0734677885052,-6.048112014587173e-06,-170027.77431425342,-242860.82330882607,1289.085704359863
0.0019000869,KG,0.012,-0.012,0.3293333333333333,0.3293333333333333,1380.0737387269146,-5.994076608527306e-06,-170027.77431425342,-242210.11390273244,1289.3383614943564
0.0019000869,KG,0.0125,-0.0125,0.32916666666666666,0.32916666666666666,1380.0740228179593,-5.944244143415413e-06,-170027.77431425342,-241610.0174818558,1289.571359396249
0.0019000869,KG,0.013000000000000001,-0.013000000000000001,0.329,0.329,1380.0743202109907,-5.890430941886568e-06,-170027.77431425342,-240961.9839245982,1289.8229124113238
0.0019000869,KG,0.0135,-0.0135,0.32883333333333337,0.32883333333333337,1380.074631057321,-5.836036647842458e-06,-170027.77431425342,-240306.95268946484,1290.0771428866321
0.0019000869,KG,0.014,-0.014,0.32866666666666666,0.32866666666666666,1380.0749555102302,-5.7837718390009584e-06,-170027.77431425342,-239677.56530810287,1290.321400860445
0.0019000869,KG,0.0145,-0.0145,0.3285,0.3285,1380.075293724952,-5.727732809343844e-06,-170027.77431425342,-239002.7277087362,1290.5832358438863
0.0019000869,KG,0.015,-0.015,0.3283333333333333,0.3283333333333333,1380.075645858681,-5.673676848710297e-06,-170027.77431425342,-238351.7707787428,1290.8357825507908
0.0019000869,KG,0.0155,-0.0155,0.32816666666666666,0.32816666666666666,1380.0760120705636,-5.6190989422098066e-06,-170027.77431425342,-237694.52843128226,1291.0907290586931
0.0019000869,KG,0.016,-0.016,0.328,0.328,1380.0763925217,-5.562734366110439e-06,-170027.77431425342,-237015.77051100857,1291.3539711034696
0.0019000869,KG,0.0165,-0.0165,0.32783333333333337,0.32783333333333337,1380.0767873751365,-5.508513846642905e-06,-170027.77431425342,-236362.83191771441,1291.6071798863475
0.0019000869,KG,0.017,-0.017,0.32766666666666666,0.32766666666666666,1380.0771967958651,-5.452798279396611e-06,-170027.77431425342,-235691.8895427679,1291.8673227437737
0.0019000869,KG,0.0175,-0.0175,0.3275,0.3275,1380.0776209508215,-5.397189078651413e-06,-170027.77431425342,-235022.22806284562,1292.1269333105142
0.0019000869,KG,0.018000000000000002,-0.018000000000000002,0.3273333333333333,0.3273333333333333,1380.0780600088783,-5.342455460249494e-06,-170027.77431425342,-234363.11058930965,1292.382428358015
0.0019000869,KG,0.0185,-0.0185,0.32716666666666666,0.32716666666666666,1380.0785141408446,-5.2870484818934135e-06,-170027.77431425342,-233695.8843277066,1292.6410255231322
0.0019000869,KG,0.019,-0.019,0.327,0.327,1380.0789835194637,-5.2323892356646685e-06,-170027.77431425342,-233037.66246458914,1292.8961049858287
0.0019000869,KG,0.0195,-0.0195,0.32683333333333336,0.32683333333333336,1380.0794683194047,-5.177957288277698e-06,-170027.77431425342,-232382.1777974164,1293.1500922473595
0.0019000869,KG,0.02,-0.02,0.32666666666666666,0.32666666666666666,1380.0799687172641,-5.123965232738447e-06,-170027.77431425342,-231731.99043036308,1293.4019984615309
0.0019000869,KG,0.0205,-0.0205,0.3265,0.3265,1380.080484891561,-5.069931998022312e-06,-170027.77431425342,-231081.30717219526,1293.654064116961
0.0019000869,KG,0.021,-0.021,0.3263333333333333,0.3263333333333333,1380.0810170227319,-5.0157650079460385e-06,-170027.77431425342,-230429.01319473606,1293.9067201122969
0.0019000869,KG,0.021500000000000002,-0.021500000000000002,0.32616666666666666,0.32616666666666666,1380.0815652931267,-4.961121564824324e-06,-170027.77431425342,-229770.9816370339,1294.1615607121441
0.0019000869,KG,0.022,-0.022,0.326,0.326,1380.0821298870073,-4.905705859611086e-06,-170027.77431425342,-229103.6502841869,1294.4199608122829
0.0019000869,KG,0.0225,-0.0225,0.32583333333333336,0.32583333333333336,1380.0827109905422,-4.851832765946616e-06,-170027.77431425342,-228454.895489155,1294.6711527201992
0.0019000869,KG,0.023,-0.023,0.32566666666666666,0.32566666666666666,1380.0833087918027,-4.797544009115634e-06,-170027.77431425342,-227801.1351625293,1294.9242464496526
