structure_index,trajectory_seed,snapshot_index,force_RMSE_meV_A,force_MAE_meV_A,force_max_abs_meV_A,max_error_atom_index,max_error_component,max_displacement_vector_A,RMS_displacement_A,Aprime_coordinate_abs_A,Aprime_force_error_abs_meV_A,predicted_energy_eV,target_energy_eV,centered_energy_error_meV_config
263,453005,263,0.011304259978556894,0.007567762357995135,0.04173769809079353,66,y,0.4002587251661275,0.10698422122208683,0.00879746526307907,0.005569885700715811,-90.1552890015993,-90.15529769999016,0.006151567277707197
264,453005,264,0.010343817080439814,0.007180602688439211,0.04086536573488786,46,x,0.28148236773967816,0.07062334807901859,0.02220419089904881,0.013674452527143225,-88.3241362603847,-88.32412295624965,-0.015850958631962918
265,453005,265,0.01141076762329405,0.007632527437013453,0.05225471772440926,6,x,0.2814823677424214,0.07062334806843099,0.02220419308231984,0.008287814397907604,-88.25217151974942,-88.25218914104214,0.015074469133319704
266,453005,266,0.009508356106171824,0.006646387410024245,0.03500772945819186,26,y,0.353800820825022,0.08859612702827648,0.01085830034033592,0.012058524598978217,-89.77673171650086,-89.77672502075404,-0.009242570398887059
267,453005,267,0.011119237340231052,0.007814989737550505,0.03875952991116982,70,y,0.3538008203765671,0.08859612701165924,0.010858303730771329,0.027101719304477207,-89.49834416965881,-89.49834413016077,-0.0025863216129569837
268,453005,268,0.013143840513449903,0.008509173883077599,0.05368052837617654,66,x,0.28768144210337737,0.07382681527625266,0.0281865059894461,0.01670132089433194,-89.41746788595131,-89.41748421932915,0.013786554263456688
269,453005,269,0.013295176526356964,0.008417343103659446,0.05477289896071991,0,y,0.28768144213401,0.07382681532030436,0.028186509081359085,0.010209360741415449,-89.67636828987928,-89.67635455760285,-0.016279100008536794
270,453005,270,0.011129867773101688,0.0076299918277671665,0.04309651964096162,40,x,0.33306081308655666,0.07811385529485583,0.011145037410863777,0.002479631281807117,-89.4538565030665,-89.45384661795272,-0.012431937363193887
271,453005,271,0.012032702643242386,0.008166803241285792,0.045466193083321116,24,x,0.33306081425800166,0.07811385541549781,0.011145036577555592,0.019536721345124766,-89.53612950946466,-89.53611917375812,-0.012882530113860943
272,453005,272,0.011890474562554513,0.007960387968525457,0.047618022386952674,30,y,0.3330794122441864,0.08248695524087156,0.03668306371342284,0.0028663956326983996,-89.10498187605283,-89.10499195495659,0.007532080176370452
273,453005,273,0.011348247527834495,0.007424361102855894,0.04169977092205457,46,x,0.33307941156912857,0.08248695521249041,0.03668306152415872,0.010045187590423348,-88.91987440656303,-88.9198833039655,0.006350578900888119
274,453005,274,0.01145535356262624,0.007499159547484314,0.04790115894315328,69,y,0.24187808132510502,0.06670386925213186,0.008840485288686502,0.0053456698252500314,-90.55014703964638,-90.5501602747635,0.010688293543476371
275,453005,275,0.012073714047147863,0.008332976451003218,0.04348136697274185,67,y,0.24187808114335585,0.06670386922945573,0.008840486122754641,0.00670755371196588,-90.54067037770119,-90.54066168491636,-0.0112396084111784
276,453005,276,0.010413873045152677,0.007097260204684247,0.0397894389297937,23,x,0.3113086519096451,0.07647719607719859,0.016697951340637347,0.003322206929441116,-88.20760129976681,-88.20759631270737,-0.007533883020632477
277,453005,277,0.011807011698696432,0.007600617980754104,0.058466470674645166,53,x,0.31130865248067535,0.07647719614000405,0.016697948941973007,0.01180856535170078,-88.35988616036758,-88.35990675023648,0.01804304531641302
278,453005,278,0.011045178764369844,0.0075824078713214475,0.04525384033438051,53,x,0.38325603360837185,0.10877526193805678,0.026761148972872663,0.004189926518518084,-90.4975143616634,-90.49751357808601,-0.0033304009710851306
279,453005,279,0.012804467987729277,0.008344289580437883,0.051949412500196246,67,y,0.38325603367785016,0.10877526187824749,0.0267611489728728,0.009180028083962125,-90.4538222497438,-90.45381836204774,-0.006434519632752729
280,453005,280,0.01106933082967883,0.007392738519510241,0.054955894244201886,6,x,0.32198237864671925,0.09005729544217887,0.046489683321393915,0.008519961346152167,-90.6283938948538,-90.62841212036577,0.01567868838572887
281,453005,281,0.011804767667384634,0.00799631419312326,0.04700813801861159,4,y,0.32198237881395325,0.0900572955240099,0.04648968270147278,0.009419486736257544,-90.85068917937836,-90.85067644263947,-0.015283562475237508
282,453005,282,0.010304889012347572,0.00700142514759978,0.04378893302414699,41,x,0.28239185626680235,0.08044725984398658,0.038292672364255285,0.003997259276813153,-89.91121046657442,-89.91122617875664,0.013165358638739614
283,453005,283,0.01125859845869747,0.007485337959875403,0.04231637847221248,25,y,0.28239185588388854,0.08044725976883373,0.0382926739980741,0.0021697302263246902,-89.85130636834002,-89.85131020935334,0.001294189744622069
284,453005,284,0.011008917222864527,0.007245216112453193,0.046956604598413776,61,y,0.2714544620259246,0.07089228643949082,0.023580529647748545,0.008840214433792007,-88.64346382260266,-88.64346547550424,-0.0008939219916233772
285,453005,285,0.010185984031386012,0.007102945169588478,0.04425454706158405,39,x,0.2714544617247582,0.07089228660520239,0.02358053062677991,0.010924280995632207,-88.34637353072614,-88.3463731334152,-0.002944134521148574
286,453005,286,0.011728643842468956,0.008070214162624134,0.04173280996472295,5,y,0.2770179521588321,0.08138586463442148,0.01992136374153806,0.0029428665796097306,-89.78726692459941,-89.78725976730696,-0.00970411602371731
287,453005,287,0.01125215876317624,0.007475426031103692,0.037799076712530244,60,x,0.27701795216162006,0.0813858646130708,0.019921360890276095,0.004735783164878609,-89.92239899865969,-89.92237530474966,-0.026240733602994247
288,453005,288,0.011949023774025638,0.00777153994606899,0.04829276167206409,70,y,0.23392034671095013,0.07111457982159344,0.02717449254371895,0.0049369345642792314,-88.73391594926527,-88.73391628288601,-0.0022132028326401114
289,453005,289,0.010323457887686191,0.007066533780704012,0.04317776623463665,31,y,0.23392034653356483,0.07111457981191718,0.0271744953219089,0.011050741774499627,-88.6732253075115,-88.67322192893998,-0.0059253950999978615
290,453005,290,0.010342650578875113,0.006813644486649367,0.04461756345852663,31,y,0.3226875886214415,0.09832274283220623,0.01632120586424216,0.002386425770334457,-89.46744040739095,-89.46743976326727,-0.003190947267389295
291,453005,291,0.011147916291482924,0.007445640062064906,0.040287664789639965,4,x,0.3226875889715448,0.09832274285709287,0.016321207360871857,0.004426221675895326,-89.6889932562518,-89.68899506993672,-0.0007331386618621611
292,453005,292,0.012020216250001808,0.008187662402372323,0.059590982378843194,41,x,0.44626341368560873,0.10528552511323666,0.02148030179135135,0.0023465957194281216,-89.65420670728861,-89.65421368911205,0.004434999866826199
293,453005,293,0.011062748172007787,0.00709758523821031,0.055989683628188125,67,y,0.4462634138206717,0.1052855250224457,0.02148030175142202,0.008266274442801725,-90.02758522236188,-90.0275924538425,0.00468465704353586
294,453005,294,0.010613945808841195,0.006948662533333103,0.03592900339477456,64,y,0.35264456994817467,0.08998548275687475,0.033314742865954476,0.010434278422731891,-89.54791016896809,-89.5479060645817,-0.00665120997131415
295,453005,295,0.011179396706325147,0.007895029392087248,0.039100663947966297,30,y,0.35264457032947955,0.08998548280961517,0.03331474176444756,0.010834746548021617,-89.72970433548609,-89.72969588313572,-0.010999173951281213
296,453005,296,0.0109439072039287,0.007237356787060747,0.05112918289529311,68,y,0.397291355039109,0.09478278433017143,0.03544103695593839,0.008553078403554447,-90.46286809451621,-90.46287221206866,0.0015707288704428872
297,453005,297,0.011851998862987035,0.007986085673111544,0.050036397365060825,12,x,0.39729135504500296,0.09478278435442287,0.035441034756380066,0.010471497021052132,-90.6802192922707,-90.68021849255672,-0.003346537567144499
298,453005,298,0.010751386203486027,0.007006370689711207,0.04679694835168016,23,x,0.5496817687885769,0.12388583572616665,0.029171942134878164,0.005430491162306114,-88.22614509633068,-88.22616071449372,0.01307133945341358
299,453005,299,0.010773772746630113,0.006981398037153233,0.04313004020906064,47,x,0.5496817689772637,0.12388583571620866,0.029171944094177702,0.008023846433405327,-88.14141375651866,-88.14142454589776,0.008242555524257492
