direction,distance,signed_distance,q1,q2,short_range_MLIP_cm-1,full_EPC_response_Ry2,long_range_correction_cm-2,MLIP_plus_full_EPC_cm-1
KM,0.04,0.04,0.3466666666666667,0.3066666666666667,1380.0978830083745,-2.978123318245334e-06,-205891.16457992577,1303.3721656166636
KM,0.041,0.041,0.347,0.306,1380.0992205327402,-2.8930136630268016e-06,-204866.2504127457,1303.7667000281651
KM,0.042,0.042,0.3473333333333333,0.30533333333333335,1380.1005921783321,-2.8084177129649018e-06,-203847.52242610452,1304.158779483878
KM,0.043000000000000003,0.043000000000000003,0.3476666666666666,0.3046666666666667,1380.1019984211946,-2.7253470485920485e-06,-202847.1623544512,1304.5437377457774
KM,0.044,0.044,0.34800000000000003,0.304,1380.1034397656279,-2.6433434362162282e-06,-201859.65202006995,1304.923696019368
KM,0.045,0.045,0.34833333333333333,0.30333333333333334,1380.1049167440046,-2.5628826239877258e-06,-200890.72051466006,1305.2964646800804
KM,0.046,0.046,0.3486666666666667,0.3026666666666667,1380.1064299165778,-2.483217533206669e-06,-199931.37130849133,1305.6654956720693
KM,0.047,0.047,0.349,0.302,1380.1079798712844,-2.405140420394537e-06,-198991.14497520163,1306.0271402728183
KM,0.048,0.048,0.34933333333333333,0.30133333333333334,1380.1095672235483,-2.3278778838763645e-06,-198060.727996465,1306.3849698865586
KM,0.049,0.049,0.3496666666666666,0.3006666666666667,1380.1111926160768,-2.252078497696836e-06,-197147.93068152486,1306.7359998494894
